dataset,split,source_image,source_mask,patch_name,row,col,patch_size,oil_pixels,valid_pixels,oil_percentage,patch_type,image_path,mask_path,invalid_path
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r768_c0,768,0,512,19805,262144,7.5550079345703125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r768_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r768_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r768_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r768_c384,768,384,512,41793,262144,15.942764282226562,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r768_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r768_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r768_c384.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r768_c768,768,768,512,56035,262144,21.375656127929688,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r768_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r768_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r768_c768.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r768_c1152,768,1152,512,10082,262144,3.845977783203125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r768_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r768_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r768_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r768_c1536,768,1536,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r768_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r768_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r768_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r1152_c0,1152,0,512,20492,262144,7.81707763671875,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r1152_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r1152_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r1152_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r1152_c384,1152,384,512,3476,262144,1.32598876953125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r1152_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r1152_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r1152_c384.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00516.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00516.tif,00516_r1536_c0,1536,0,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00516_r1536_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00516_r1536_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00516_r1536_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r0_c0,0,0,512,5640,262144,2.1514892578125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r0_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r0_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r0_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r0_c384,0,384,512,363,262144,0.1384735107421875,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r0_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r0_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r0_c384.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r0_c768,0,768,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r0_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r0_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r0_c768.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r0_c1152,0,1152,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r0_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r0_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r0_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r384_c0,384,0,512,517,262144,0.1972198486328125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r384_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r384_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r384_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r384_c768,384,768,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r384_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r384_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r384_c768.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r384_c1152,384,1152,512,3974,262144,1.515960693359375,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r384_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r384_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r384_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r384_c1536,384,1536,512,6650,261822,2.536773681640625,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r384_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r384_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r384_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r768_c0,768,0,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r768_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r768_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r768_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r768_c1152,768,1152,512,2815,262144,1.0738372802734375,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r768_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r768_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r768_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r768_c1536,768,1536,512,16435,262144,6.2694549560546875,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r768_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r768_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r768_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r1152_c0,1152,0,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r1152_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r1152_c0.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r1152_c0.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r1152_c1152,1152,1152,512,4100,262144,1.56402587890625,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r1152_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r1152_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r1152_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r1152_c1536,1152,1536,512,10733,262144,4.0943145751953125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r1152_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r1152_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r1152_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r1536_c1152,1536,1152,512,1816,262144,0.6927490234375,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r1536_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r1536_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r1536_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00950.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00950.tif,00950_r1536_c1536,1536,1536,512,1703,262144,0.6496429443359375,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00950_r1536_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00950_r1536_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00950_r1536_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r0_c384,0,384,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r0_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r0_c384.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r0_c384.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r0_c768,0,768,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r0_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r0_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r0_c768.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r0_c1152,0,1152,512,117,262144,0.0446319580078125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r0_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r0_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r0_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r0_c1536,0,1536,512,28583,262144,10.903549194335938,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r0_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r0_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r0_c1536.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r384_c768,384,768,512,0,262144,0.0,background,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r384_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r384_c768.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r384_c768.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r384_c1152,384,1152,512,5712,262144,2.178955078125,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r384_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r384_c1152.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r384_c1152.npy
oil,train,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_images\Oil\00570.tif,D:\SIH_Dataset\Part_I\01_Train_Val_Oil_Spill_mask\Mask_oil\00570.tif,00570_r384_c1536,384,1536,512,30942,262144,11.803436279296875,oil,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\images\00570_r384_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\masks\00570_r384_c1536.npy,C:\Users\Acer\OneDrive\Desktop\oil-spill-detection\Oil-Spill-Detection\data\patches\train\oil\invalid\00570_r384_c1536.npy
